user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,sentiments,clean_text
Wild Goose #TNCM, ,Veteran market strategist. Cantillon not Law! So werf' ich den Brand in Walhalls prangende Burg. READ 'Santayana's Curse' https://t.co/SAIExA9dEb,2014-12-03 18:15:49,1894,1660,2727,False,2020-08-02 19:55:54,#BorisJohnson &amp; #RishiSunak getting truly megalomaniac over their self-created #COVID19(84) pan(demic) pandemonium… https://t.co/J4Lp1IW1Uh,"['BorisJohnson', 'RishiSunak', 'COVID19']",Twitter for iPad,False,positive,"['borisjohnson', 'amp', 'rishisunak', 'get', 'truly', 'megalomaniac', 'selfcreated', 'covid', 'pandemic', 'pandemonium']"
HopeApostolicLandmark,,Practical & Christian-based inspiration for a world where hope is dying.,2020-08-21 02:17:55,0,5,5,False,2020-08-29 21:37:15,"#COVID19 There is peace in knowing that God is the giver &amp; taker of life. (Job 1:21)Or as Job said, “Naked I came i… https://t.co/bPkytBLWuc",['COVID19'],Twitter for iPhone,False,positive,"['covid', 'peace', 'know', 'god', 'giver', 'amp', 'taker', 'life', 'job', 'job', 'say', 'naked', 'come']"
The North Wellington Community News,North Wellington,"The North Wellington Community News serving North Wellington, Wellington County, Ontartio, Canada.",2016-09-26 20:41:57,302,83,261,False,2020-08-01 17:09:11,'We hope the community will remember us and continue to support us': Some @RoyalCdnLegion branches in Wellington Co… https://t.co/dFndYy4CcD,,TweetDeck,False,positive,"['hope', 'community', 'remember', 'us', 'continue', 'support', 'us', 'royalcdnlegion', 'branch', 'wellington', 'co']"
David Haywood,"Manchester, England",The internet is full of people who were once thought to be indispensable,2014-11-14 13:33:33,216,301,20413,False,2020-07-26 09:03:05,It's #SundayMorning @ALLFM Despite all the Covid crisis #Manchester's excellent community radio keeps on (thanks to… https://t.co/hN4jQLmLbL,"['SundayMorning', 'Manchester']",Twitter Web App,False,positive,"['sundaymorning', 'allfm', 'despite', 'covid', 'crisis', 'manchester', 'excellent', 'community', 'radio', 'keep', 'thank']"
Jim,"Naas, Ireland",Seemingly...,2011-06-03 21:15:21,85,190,5707,False,2020-08-18 17:47:50,"For anyone thinking children are not as at risk, @ronan_glynn recommends groups of no more than 15 children in outd… https://t.co/scAR2n7XEg",,Twitter for Android,False,positive,"['anyone', 'think', 'children', 'risk', 'ronan', 'glynn', 'recommend', 'group', 'children', 'outd']"
Ellen Farley,,Event Manager,2019-12-16 12:57:16,2,9,112,False,2020-08-08 13:29:25,"Avail best speaker award @Epidemiology2020
Submit your your abstract today to join in the #Epidemiology #webinar… https://t.co/hQ2eXsq5qv","['Epidemiology', 'webinar']",Twitter Web App,False,positive,"['avail', 'best', 'speaker', 'award', 'epidemiology', 'submit', 'abstract', 'today', 'join', 'epidemiology', 'webinar']"
NFTV,Odisha(India),Official tweeter handle of digital web channel NFTV .,2014-02-05 07:00:08,488,2318,13253,False,2020-08-14 05:28:01,"#Odisha crosses 54 thousands mark of #COVID19 positive cases with the detection 1977 cases
#coronavirus… https://t.co/xStQoUJXSO","['Odisha', 'COVID19', 'coronavirus']",Twitter for Android,False,positive,"['odisha', 'cross', 'thousands', 'mark', 'covid', 'positive', 'case', 'detection', 'case', 'coronavirus']"
Lauren Burnhill,"Washington, DC",Social + #Climate Resilience = our best hope for a happy & habitable planet. Art of Impossible Finance = LT structures 4 #SustInv #ImpInv #Sustainability.,2010-03-03 12:53:50,2585,2338,15332,False,2020-08-12 07:00:23,A key lesson of the AIDS #epidemic: experts can be much more effective if they join hands with #community leaders w… https://t.co/5AhrIM0Alb,"['epidemic', 'community']",Hootsuite Inc.,False,positive,"['key', 'lesson', 'aid', 'epidemic', 'experts', 'much', 'effective', 'join', 'hand', 'community', 'leaders', 'w']"
Stratus Healthcare,Ireland,"Shop our wide range of pharmacy, healthcare, mobility and fitness products and download our mental wellbeing programmes and fitness plans.",2018-01-03 15:37:37,305,3891,122,False,2020-08-13 09:09:48,"❗️BACK IN STOCK!❗️

Crystal Clear Face Shields are back! Lightweight, protective &amp; can fit over glasses. Comes with… https://t.co/6BuLcSpTIN",,Twitter Web App,False,positive,"['back', 'stock', 'crystal', 'clear', 'face', 'shield', 'back', 'lightweight', 'protective', 'amp', 'fit', 'glass', 'come']"
OkCredit,"Bengaluru, India",India's most trusted Udhar Khata App,2019-05-20 09:33:24,467,1,51,False,2020-08-11 09:36:34,"With the outbreak of #COVID19, the #Eretail sector in India has witnessed a sharp rise in the number of people opti… https://t.co/8k9x0qOUFo","['COVID19', 'Eretail']",Twitter Web App,False,positive,"['outbreak', 'covid', 'eretail', 'sector', 'india', 'witness', 'sharp', 'rise', 'number', 'people', 'opti']"
Roscommon GAA,"Roscommon, Ireland","Official Twitter profile of Roscommon GAA, 

 Please use #rosgaa",2009-07-09 21:54:29,30310,96,2029,True,2020-08-16 08:37:55,"@LallyNoel Not true. Share our reply, please.  #rosgaa
We have Not Been Informed Of Any Positive #COVID19 Case in S… https://t.co/aBLLKgnU1E","['rosgaa', 'COVID19']",Twitter Web App,False,positive,"['lallynoel', 'true', 'share', 'reply', 'please', 'rosgaa', 'inform', 'positive', 'covid', 'case']"
lellekrafts,"Nairobi, Kenya","Sun seeking, woke adventurer, spreading knowledge. I also make stuff. 😊",2018-07-02 05:47:36,39,100,2527,False,2020-07-26 02:13:05,"@earthinspace Ordinarily, but Covid-19 and you need it more. Stay safe. 

#COVID19 #WearADamnMask","['COVID19', 'WearADamnMask']",Twitter for Android,False,positive,"['earthinspace', 'ordinarily', 'covid', 'need', 'stay', 'safe', 'covid', 'wearadamnmask']"
GODS GRACE&MERCY ON US🙏🏾A-LL,🌎,God is The I AM 🌍Alpha and Omega I Kneel for GOD My CREATOR & JESUS My CHRIST🙏🏽 #BlackLivesMatter. ☝🏾🖤❤️💛💚✝️,2013-04-13 19:52:10,423,789,23299,False,2020-07-31 18:26:47,@BIGGMARV @MCHammer Ain’t nobody got that much energy today to touch @MCHammer y’all better stop👈🏾💯 with #COVID19 please✌🏿,['COVID19'],Twitter for iPhone,False,positive,"['biggmarv', 'mchammer', 'aint', 'nobody', 'get', 'much', 'energy', 'today', 'touch', 'mchammer', 'yall', 'better', 'stop', 'covid', 'please']"
Thebengalurulive,,"A web based news portal which intends to provide tiny information related to Bengaluru..we are online since February 27, 2020

Write: thebengalurulive@gmail.com",2020-02-27 06:40:49,68,67,146,False,2020-07-28 04:06:17,"Celebrate festivals at home, urges BBMP chief

Festive season is riskiest for virus spread: Manjunatha Prasad… https://t.co/9KiYkik7T0",,Twitter for Android,False,positive,"['celebrate', 'festivals', 'home', 'urge', 'bbmp', 'chief', 'festive', 'season', 'riskiest', 'virus', 'spread', 'manjunatha', 'prasad']"
WPP Health Practice,"New York, NY","Unleashing the marketing power of WPP's data, technology, creativity, and talent to accelerate better health outcomes and inspire a healthier world.",2017-01-24 21:24:52,1270,849,1859,False,2020-07-28 06:38:12,📣 Don’t miss our livestream Q&amp;A broadcast 13.00 BST⏱ today @LSHTM @sarahboseley @JNkengasong #COVID19 #coronavirus… https://t.co/SpaLoyYn0X,"['COVID19', 'coronavirus']",Twitter for iPhone,False,positive,"['dont', 'miss', 'livestream', 'qamp', 'broadcast', 'bst', 'today', 'lshtm', 'sarahboseley', 'jnkengasong', 'covid', 'coronavirus']"
🏴🚩🏳️‍🌈⚧TransⒶutistic Social Worker☭🏴🚩🏳️‍🌈,Namekku-sei,Autistic♿️They/he⚧🏳️‍🌈AnCom🏴🚩White race traitor✊🏼Namek👽🐌#IAmAntifa🔥@Autist_Army contributor & #TransRights activist,2019-09-07 08:52:04,14983,16481,14768,False,2020-07-28 03:09:03,Here is the original local Seattle Fox News broadcast I viewed around 5am in mid-March which alerted me to the… https://t.co/u50sdAyGpp,,Twitter for iPad,False,positive,"['original', 'local', 'seattle', 'fox', 'news', 'broadcast', 'view', 'around', 'midmarch', 'alert']"
Dr. Sameer Ashok Arbat,"Nagpur, Maharashtra, India","Lead Interventional Pulmonologist at KRIMS, Chief Editor Res-Q, International Faculty at WABIP & International Author",2019-11-01 08:44:09,44,22,15,False,2020-07-25 10:14:27,(5/5) Thankful to everyone for believing and supporting our social welfare efforts.  🏻 🏻 🏻#COVID19 #covisat… https://t.co/fF3r89vBFI,"['COVID19', 'covisat']",Twitter Web App,False,positive,"['thankful', 'everyone', 'believe', 'support', 'social', 'welfare', 'efforts', 'covid', 'covisat']"
Ben Adler,"Atlanta, GA",Don’t bother to follow me because I don’t know where I’m going. Wear a mask #BLM Trust in science. Liberty and justice for all.,2017-09-24 14:31:03,6,65,239,False,2020-08-10 15:36:26,@MooreForGeorgia @GAHouseDems Thank you for doing this. Young people should not be held hostage to do the right thi… https://t.co/cznsII0pE1,,Twitter for iPad,False,positive,"['mooreforgeorgia', 'gahousedems', 'thank', 'young', 'people', 'hold', 'hostage', 'right', 'thi']"
Tim 3.5% Douglas 🇺🇳🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Bedford, England","💛 all (except fascists). #BlackLivesMatter. Lives with anxety & depression.
Joint founder @FriendRefugees.
My views, not nec RTs.
🎼Man of the World (http://P.",2009-04-30 18:16:13,5476,5819,28504,False,2020-08-11 06:58:09,"Good news! At 6.45 this morning, paying for fuel at London Gateway on the M1, the 5 other customers felt they didn'… https://t.co/Rn01FZidXk",,Twitter for Android,False,positive,"['good', 'news', 'morning', 'pay', 'fuel', 'london', 'gateway', 'customers', 'felt']"
Monika Merkes PhD Ⓥ,"Melbourne, Australia","Informed, passionate and opinionated about the links between the health and wellbeing of humans, other animals and the environment. #PublicHealth RT≠endorsement",2011-06-19 07:15:12,1119,1004,3048,False,2020-07-27 03:02:32,I wholly support closing abattoirs/meat-processing industries. So will lentils now become the new toilet paper?… https://t.co/lP9Xppazuq,,Twitter Web App,False,positive,"['wholly', 'support', 'close', 'abattoirsmeatprocessing', 'industries', 'lentils', 'become', 'new', 'toilet', 'paper']"
Adrian,"Jozi, South Africa","|| That Guy || Presenter on @hot919fm || MC || Disruptor || Views are my own, could be offensive and often not very PC... https://t.co/oD2JcANqKa",2011-10-09 17:47:24,597,939,4919,False,2020-08-22 09:22:48,New Zealand is definitely lying about/ concealing their #COVID19 numbers.,['COVID19'],Twitter for iPhone,False,positive,"['new', 'zealand', 'definitely', 'lie', 'conceal', 'covid', 'number']"
Adam8998,,,2020-06-24 16:23:46,0,0,0,False,2020-08-18 18:17:54,@cnnasiapr @CNNTravel @Nectar_Gan Lovely they send the virus to the world then celebrate over their disaster! #covid19,['covid19'],Twitter for iPhone,False,positive,"['cnnasiapr', 'cnntravel', 'nectar', 'gin', 'lovely', 'send', 'virus', 'world', 'celebrate', 'disaster', 'covid']"
Victory United Inc.,"Flushing, NY","Victory United is a non-profit organization that provides youth mentoring, educational services, and sports clinics to youth of all ages.",2020-04-16 20:24:36,47,942,91,False,2020-08-01 16:02:58,"Training with ropes a great for core work. Be your best. No excuses
#covid19 #training #core #fitness… https://t.co/uOfejvIN1M","['covid19', 'training', 'core', 'fitness']",Twitter for Android,False,positive,"['train', 'rope', 'great', 'core', 'work', 'best', 'excuse', 'covid', 'train', 'core', 'fitness']"
Hong Kong Stream,Hong Kong,Keeping track of Hong Kong in the media.,2009-06-13 09:53:43,45147,494,317,False,2020-08-17 07:48:35,"#HongKong's current #Covid19 social distancing measures have been extended by another 7 days, ""[i]n view of the sti… https://t.co/BSpke5FMrv","['HongKong', 'Covid19']",IFTTT,False,positive,"['hongkong', 'current', 'covid', 'social', 'distance', 'measure', 'extend', 'another', 'days', 'view', 'sti']"
Heather S. Mongilio,"Annapolis, MD","Military affairs reporter @capgaznews/@report4america corps member | hmongilio@capgaznews.com | Fmr health/Fort Detrick, crime reporter. @MIT, @AmericanU alum",2013-01-23 03:22:13,1558,1413,10558,False,2020-08-06 15:12:38,On vacation for the next couple days. Will try to update on #COVID19 numbers when I can.,['COVID19'],Twitter for iPhone,False,positive,"['vacation', 'next', 'couple', 'days', 'try', 'update', 'covid', 'number']"
Sasha Fennec,,"Antifascist transgender lesbian. Empress of #Antifa & Elizabeth Warren's Antifa Buddy #BlackLivesMatter #WarrenDemocrat #StandWithHK

Studies Genocide (She/Her)",2020-05-11 22:28:09,283,1466,18862,False,2020-08-04 06:28:09,"In total, #coronavirus/#COVID19 has now reached 220/247 (89.1%) countries and territories. 196 (89.1%) of them have… https://t.co/X5XWbzgLxm","['coronavirus', 'COVID19']",Twitter Web App,False,positive,"['total', 'coronavirus', 'covid', 'reach', 'countries', 'territories']"
Peak Proteins,"Macclesfield, England",Working collaboratively with clients to provide the best protein reagents and structural data to help you achieve project success,2017-10-11 17:46:13,200,177,162,False,2020-08-06 16:10:15,Available for immediate dispatch - Peak Proteins have manufactured a number of high quality SARS CoV-2 proteins -… https://t.co/tYLLoQviiM,,Hootsuite Inc.,False,positive,"['available', 'immediate', 'dispatch', 'peak', 'proteins', 'manufacture', 'number', 'high', 'quality', 'sars', 'cov', 'proteins']"
bPositive,,Free Thinker - Audio Artist - Thought Nudger - Cerebral Hacker - Enigma - DimensionX - The Imbibition,2009-04-01 01:45:53,7967,6743,2153,False,2020-07-30 20:10:00,"Most survivors do not just ""get over"" #COVID19. #LessonsNotLearnt #BackToSchool #YouBeenConned &gt;&gt; https://t.co/BDnP2yiNzC","['COVID19', 'LessonsNotLearnt', 'BackToSchool', 'YouBeenConned']",Twitter Web App,False,positive,"['survivors', 'get', 'covid', 'lessonsnotlearnt', 'backtoschool', 'youbeenconned', 'gt', 'gt']"
AnoN: The Unveiling ➐,Under God's Wings,"Art, Thoughts and Music. #Creative
#BrieloThaVinci",2010-01-26 14:51:40,2097,1769,12239,False,2020-08-09 08:15:54,"Perhaps what Laycon and other Housemates would say if they came into the millions straight away.

I wrote this Rap… https://t.co/5zPlFlBl0h",,Twitter for Android,False,positive,"['perhaps', 'laycon', 'housemates', 'would', 'say', 'come', 'millions', 'straight', 'away', 'write', 'rap']"
Avi Barel - #XR & #UX Designer,Israel,"Ex @Microsoft & @Cisco UX Lead, VR/AR/XR Creator at @StartUXnet, Passionate about: #Tech #VR #AR #XR #MR #AI #ML #BMI #UX #UI",2013-01-19 20:51:33,729,541,2160,False,2020-08-06 16:10:53,"'We have a vaccine for #coronavirus'
PM Netanyahu congratulates director of the #Israel Institute for Biological Re… https://t.co/kuKtz9bWY0","['coronavirus', 'Israel']",Twitter Web App,False,positive,"['vaccine', 'coronavirus', 'pm', 'netanyahu', 'congratulate', 'director', 'israel', 'institute', 'biological']"
St. Nicks Alliance,"North Brooklyn, New York",We are a community nonprofit serving low- to moderate-income Williamsburg & Greenpoint residents since 1975.,2009-05-29 15:34:14,2261,1411,1654,False,2020-07-31 18:36:47,"Rent Relief Program application deadline has been extended to Thursday, August 6. Apply at: https://t.co/9LTB2m8pUC… https://t.co/tNZgUCoUKd",,Twitter Web App,False,positive,"['rent', 'relief', 'program', 'application', 'deadline', 'extend', 'thursday', 'august', 'apply']"
Itsme,,,2008-10-15 01:12:47,45,631,618,False,2020-08-02 19:17:29,Numbers are going down for #covid in the #UnitedStates but that's only because #Trump now controls information. Don… https://t.co/bBQMfbhEbB,"['covid', 'UnitedStates', 'Trump']",Twitter for Android,False,positive,"['number', 'go', 'covid', 'unitedstates', 'trump', 'control', 'information']"
Adam Hamdy,United Kingdom,"Writer. Books: @YA_Books Screen: @casarottoramsay 
Co-founder @CapitalCrime1 
Angel investor & advisory board @Ligandal",2010-05-13 19:41:16,5458,418,17474,False,2020-08-08 10:19:11,16. I hope this helps explain why SARS-BLOCK is such a promising solution to the #COVID19 pandemic. If you'd like t… https://t.co/G3rt4PvEs8,['COVID19'],Twitter Web App,False,positive,"['hope', 'help', 'explain', 'sarsblock', 'promise', 'solution', 'covid', 'pandemic', 'like']"
Dane ANTIFA SEC O’DETHRONEMENT mask wearer Penn,CHICAGO,Dr Don Pond says Trump is unfit for office and BLM,2009-09-26 18:38:49,168,705,46682,False,2020-08-30 03:35:46,"“We resist cancel culture! You can’t make us lose our jobs by holding us accountable!”, says the trump voter who, i… https://t.co/gAcubO5l0X",,Twitter for iPhone,False,positive,"['resist', 'cancel', 'culture', 'cant', 'make', 'us', 'lose', 'job', 'hold', 'us', 'accountable', 'say', 'trump', 'voter']"
